0.5236 	0.1242 	0.2601 	0.4639 	0.1860 	0.1327 	0.5741 	0.0508 	0.3977 	0.3320 	0.0000 	0.8012 	0.0860 	0.1166 	0.4385 	0.4613 	0.3742 	0.0134 	0.7070 	0.4491 	0.4832 	0.0390 	0.4279 	0.2152 	0.4234 	0.0369 	0.0521 	0.0470 	0.1048 	0.0357 	0.0215 	0.1100 	0.1359 	0.7908 	0.1388 	0.5965 	0.0352 	0.1268 	0.3695 
0.2240 	0.5089 	0.7017 	0.5057 	0.6224 	0.5700 	0.0875 	0.0159 	0.0058 	0.0060 	0.1809 	0.0000 	0.0678 	0.1297 	0.0229 	0.2914 	0.7242 	0.5111 	0.0019 	0.0058 	0.1943 	0.1523 	0.0246 	0.3226 	0.3335 	0.2314 	0.3720 	0.5445 	0.0004 	0.0554 	0.6799 	0.2183 	0.0664 	0.0003 	0.0028 	0.0110 	0.2569 	0.0191 	0.0459 
0.3966 	0.5516 	0.5944 	0.1775 	0.7779 	0.5291 	0.5978 	0.3478 	0.2061 	0.0180 	0.1692 	0.1877 	0.0000 	0.0516 	0.6565 	0.2360 	0.5672 	0.6692 	0.4343 	0.0695 	0.4647 	0.4324 	0.4330 	0.1940 	0.2752 	0.0734 	0.7134 	0.8566 	0.5367 	0.3713 	0.1813 	0.4692 	0.1861 	0.2530 	0.9135 	0.4278 	0.2313 	0.4415 	0.6083 
0.3079 	0.2007 	0.1053 	0.0846 	0.4237 	0.8706 	0.1346 	0.1584 	0.1524 	0.1593 	0.0029 	0.0367 	0.0771 	0.0000 	0.0336 	0.0039 	0.5052 	0.3122 	0.0542 	0.2342 	0.5609 	0.2737 	0.4699 	0.2356 	0.0027 	0.2836 	0.5341 	0.0802 	0.4242 	0.0012 	0.1544 	0.3613 	0.2199 	0.0331 	0.3336 	0.2881 	0.0085 	0.1184 	0.2931 
0.2987 	0.4317 	0.0860 	0.0106 	0.6221 	0.0012 	0.4341 	0.2031 	0.0044 	0.4644 	0.0526 	0.0376 	0.0162 	0.0043 	0.0000 	0.1736 	0.0115 	0.3273 	0.0380 	0.6612 	0.2703 	0.0754 	0.6586 	0.1154 	0.3003 	0.0598 	0.0114 	0.0020 	0.0000 	0.3554 	0.0947 	0.0304 	0.0002 	0.0375 	0.2311 	0.4036 	0.1424 	0.0619 	0.4025 
0.2918 	0.0103 	0.5364 	0.1573 	0.0182 	0.0009 	0.0734 	0.3554 	0.3624 	0.3551 	0.3903 	0.0540 	0.2458 	0.0370 	0.3505 	0.0000 	0.0135 	0.0325 	0.2234 	0.1718 	0.3466 	0.0992 	0.5626 	0.4934 	0.3041 	0.7470 	0.0299 	0.0113 	0.6617 	0.0006 	0.0203 	0.5435 	0.2242 	0.5089 	0.2433 	0.0318 	0.0324 	0.0003 	0.0439 
0.0079 	0.1883 	0.0000 	0.1773 	0.0005 	0.0000 	0.0686 	0.0223 	0.0421 	0.4973 	0.2345 	0.3296 	0.0535 	0.2140 	0.7615 	0.2579 	0.0000 	0.1613 	0.1859 	0.4370 	0.0788 	0.3110 	0.1568 	0.3392 	0.5036 	0.2974 	0.4399 	0.3872 	0.4044 	0.1500 	0.1899 	0.0172 	0.3733 	0.5173 	0.5441 	0.5622 	0.6877 	0.6876 	0.5957 
0.0284 	0.8746 	0.4967 	0.2376 	0.2166 	0.1743 	0.2868 	0.2243 	0.1119 	0.0339 	0.3788 	0.0346 	0.2174 	0.2886 	0.1710 	0.2101 	0.3027 	0.0000 	0.6466 	0.7997 	0.1629 	0.5513 	0.1657 	0.0003 	0.3382 	0.1493 	0.0007 	0.3093 	0.1728 	0.4688 	0.6929 	0.3380 	0.2670 	0.0733 	0.0935 	0.8909 	0.4769 	0.0023 	0.1967 
0.2054 	0.0016 	0.0000 	0.0672 	0.5580 	0.0000 	0.6643 	0.3421 	0.0247 	0.3427 	0.1672 	0.0712 	0.0953 	0.0179 	0.4044 	0.5131 	0.3182 	0.4128 	0.0000 	0.0006 	0.0632 	0.0583 	0.0392 	0.0098 	0.1333 	0.0286 	0.0282 	0.0483 	0.8580 	0.1550 	0.0087 	0.7161 	0.0073 	0.1608 	0.7510 	0.2020 	0.6702 	0.0034 	0.2259 
0.6375 	0.3213 	0.4149 	0.0149 	0.0003 	0.0133 	0.3070 	0.2461 	0.3569 	0.0109 	0.1504 	0.2176 	0.2511 	0.2729 	0.3107 	0.0263 	0.0047 	0.4673 	0.0516 	0.0000 	0.1817 	0.1257 	0.2681 	0.3961 	0.0471 	0.0595 	0.0039 	0.3960 	0.4754 	0.0007 	0.0003 	0.2113 	0.0096 	0.0195 	0.0658 	0.0173 	0.0098 	0.0089 	0.1260 
0.4923 	0.0346 	0.0247 	0.0940 	0.1663 	0.0025 	0.3387 	0.0002 	0.1316 	0.1445 	0.2728 	0.1114 	0.2027 	0.3390 	0.0808 	0.3592 	0.0287 	0.2304 	0.0156 	0.3745 	0.0000 	0.1109 	0.0055 	0.2690 	0.0789 	0.6612 	0.4276 	0.2685 	0.2882 	0.1869 	0.0585 	0.1002 	0.4540 	0.4841 	0.3939 	0.7775 	0.3438 	0.0581 	0.3058 
0.0347 	0.0806 	0.6821 	0.1251 	0.6913 	0.6051 	0.0548 	0.0204 	0.3969 	0.0759 	0.2276 	0.0730 	0.5958 	0.2626 	0.1334 	0.0428 	0.4568 	0.4227 	0.2386 	0.2320 	0.1239 	0.0000 	0.0055 	0.2307 	0.0051 	0.0115 	0.1992 	0.6433 	0.0478 	0.6837 	0.0561 	0.8126 	0.3429 	0.2140 	0.2113 	0.2048 	0.1270 	0.0160 	0.1373 
0.3341 	0.0418 	0.5209 	0.1362 	0.1794 	0.0552 	0.2282 	0.4836 	0.4125 	0.4377 	0.2225 	0.0442 	0.7896 	0.1886 	0.1638 	0.7934 	0.3596 	0.3732 	0.0864 	0.1026 	0.5925 	0.1360 	0.0000 	0.0625 	0.0509 	0.2678 	0.1152 	0.3111 	0.4789 	0.0008 	0.3426 	0.4361 	0.4388 	0.3204 	0.2476 	0.0000 	0.0314 	0.4986 	0.5002 
0.3911 	0.4713 	0.6323 	0.4650 	0.3080 	0.2964 	0.2239 	0.3963 	0.3476 	0.0800 	0.1353 	0.2232 	0.4689 	0.2854 	0.1487 	0.2316 	0.3451 	0.3350 	0.8142 	0.2828 	0.6038 	0.7438 	0.6984 	0.0000 	0.4694 	0.3647 	0.7324 	0.4416 	0.4712 	0.1114 	0.6280 	0.4773 	0.0747 	0.2827 	0.3100 	0.2027 	0.4028 	0.5378 	0.1903 
0.7243 	0.7057 	0.4982 	0.1134 	0.6572 	0.3629 	0.2729 	0.0073 	0.0797 	0.0772 	0.0452 	0.4912 	0.1106 	0.2574 	0.0508 	0.2651 	0.0187 	0.2603 	0.8586 	0.5256 	0.5388 	0.1361 	0.1588 	0.7147 	0.0000 	0.6619 	0.7599 	0.2520 	0.2567 	0.2312 	0.2991 	0.0007 	0.0338 	0.2795 	0.1566 	0.1139 	0.0026 	0.6787 	0.6848 
0.1762 	0.0000 	0.0000 	0.0094 	0.6848 	0.0000 	0.4174 	0.1529 	0.3950 	0.3694 	0.1651 	0.3371 	0.2263 	0.0337 	0.1744 	0.1833 	0.0091 	0.0092 	0.3803 	0.2513 	0.1308 	0.0111 	0.7682 	0.2274 	0.3422 	0.0000 	0.0092 	0.0091 	0.1440 	0.0123 	0.0098 	0.5474 	0.0792 	0.6205 	0.2978 	0.4041 	0.6262 	0.0852 	0.4087 
0.5635 	0.6420 	0.5529 	0.6683 	0.6681 	0.0132 	0.7147 	0.3132 	0.3118 	0.2152 	0.1040 	0.0089 	0.4789 	0.1478 	0.1649 	0.8946 	0.5216 	0.0001 	0.0390 	0.1312 	0.1393 	0.2103 	0.0670 	0.0347 	0.4900 	0.5663 	0.0000 	0.3106 	0.0693 	0.3343 	0.3683 	0.3266 	0.1433 	0.0064 	0.3073 	0.5745 	0.0126 	0.0112 	0.2209 
0.0175 	0.0612 	0.5914 	0.6248 	0.0239 	0.4235 	0.3011 	0.0377 	0.6684 	0.0472 	0.2313 	0.4779 	0.5290 	0.0074 	0.0346 	0.1671 	0.6762 	0.1662 	0.0041 	0.9025 	0.2923 	0.0092 	0.5221 	0.0570 	0.0038 	0.0622 	0.1834 	0.0000 	0.4830 	0.2382 	0.1331 	0.0393 	0.3561 	0.3712 	0.2785 	0.0012 	0.3065 	0.0183 	0.2458 
0.0601 	0.1712 	0.5358 	0.8193 	0.0001 	0.5624 	0.1252 	0.0284 	0.1640 	0.4189 	0.4780 	0.5649 	0.7749 	0.3322 	0.4713 	0.2036 	0.5942 	0.6513 	0.1911 	0.3900 	0.1665 	0.0249 	0.7040 	0.0485 	0.6360 	0.1043 	0.3569 	0.4872 	0.0000 	0.1904 	0.3823 	0.0972 	0.5605 	0.5579 	0.0122 	0.6496 	0.6564 	0.6623 	0.2323 
0.1884 	0.3276 	0.8525 	0.0001 	0.0001 	0.4948 	0.0165 	0.2374 	0.0119 	0.4756 	0.0059 	0.0116 	0.0114 	0.0087 	0.0001 	0.0017 	0.0992 	0.3528 	0.0045 	0.1927 	0.4369 	0.2798 	0.6497 	0.0636 	0.2287 	0.0454 	0.0615 	0.0012 	0.0377 	0.0000 	0.0029 	0.3433 	0.0076 	0.0177 	0.0008 	0.0015 	0.5193 	0.3724 	0.0000 
0.2950 	0.5689 	0.5933 	0.0096 	0.0000 	0.3547 	0.1190 	0.0734 	0.3608 	0.0125 	0.3401 	0.4055 	0.0773 	0.3905 	0.1237 	0.3326 	0.1644 	0.2513 	0.3524 	0.3532 	0.0851 	0.3007 	0.7220 	0.2259 	0.4943 	0.3224 	0.2995 	0.3336 	0.3147 	0.1162 	0.0000 	0.2691 	0.2612 	0.5044 	0.3627 	0.4400 	0.5119 	0.0332 	0.3503 
0.0295 	0.4304 	0.0549 	0.4339 	0.0235 	0.5565 	0.4489 	0.3367 	0.4448 	0.3361 	0.4876 	0.0881 	0.5347 	0.3473 	0.4293 	0.5312 	0.5292 	0.4780 	0.4279 	0.4331 	0.1263 	0.6322 	0.0852 	0.4084 	0.4664 	0.2998 	0.6796 	0.4682 	0.0073 	0.7949 	0.0599 	0.0000 	0.4137 	0.0537 	0.4389 	0.4407 	0.3154 	0.4721 	0.4426 
0.0046 	0.3653 	0.8862 	0.0010 	0.4644 	0.3599 	0.2188 	0.2300 	0.1963 	0.1672 	0.0170 	0.5840 	0.0550 	0.0056 	0.0834 	0.2397 	0.4474 	0.3666 	0.2115 	0.0382 	0.0373 	0.4853 	0.1733 	0.2599 	0.1894 	0.0375 	0.3268 	0.3684 	0.3330 	0.0347 	0.5083 	0.7185 	0.0000 	0.4406 	0.2070 	0.0709 	0.5101 	0.3547 	0.1671 
0.1921 	0.8608 	0.5795 	0.1507 	0.4035 	0.8246 	0.2716 	0.1972 	0.3631 	0.0113 	0.6335 	0.0008 	0.0003 	0.2151 	0.2039 	0.1864 	0.4755 	0.8480 	0.4615 	0.0236 	0.2649 	0.1930 	0.2155 	0.3222 	0.0772 	0.3538 	0.5257 	0.9195 	0.7690 	0.0944 	0.8799 	0.0488 	0.2769 	0.0000 	0.0450 	0.7065 	0.8414 	0.2707 	0.0905 
0.0879 	0.3001 	0.8521 	0.0479 	0.6496 	0.2677 	0.6640 	0.2416 	0.1181 	0.1624 	0.6027 	0.1432 	0.0360 	0.3444 	0.1516 	0.3374 	0.0006 	0.0726 	0.4296 	0.0216 	0.1408 	0.3559 	0.2286 	0.2519 	0.5026 	0.0989 	0.0281 	0.0606 	0.3136 	0.3689 	0.1369 	0.7092 	0.2796 	0.0375 	0.0000 	0.1541 	0.4778 	0.1358 	0.6683 
0.3887 	0.2081 	0.1229 	0.5391 	0.0483 	0.0062 	0.0098 	0.8283 	0.0376 	0.2898 	0.2139 	0.0115 	0.1192 	0.2062 	0.6030 	0.0001 	0.2375 	0.2330 	0.2219 	0.0536 	0.4510 	0.1835 	0.6227 	0.0765 	0.1736 	0.0692 	0.0774 	0.0478 	0.0203 	0.0346 	0.0011 	0.0102 	0.4686 	0.0791 	0.0043 	0.0000 	0.0049 	0.0067 	0.0236 
0.6620 	0.2123 	0.3550 	0.3091 	0.0000 	0.3683 	0.7122 	0.0248 	0.0576 	0.3197 	0.4926 	0.1080 	0.0946 	0.3179 	0.2492 	0.2991 	0.3001 	0.1233 	0.5932 	0.0845 	0.1116 	0.5685 	0.1143 	0.2697 	0.2454 	0.5426 	0.5021 	0.4132 	0.3871 	0.1593 	0.0164 	0.1331 	0.2897 	0.0141 	0.1506 	0.0113 	0.0000 	0.2631 	0.0089 
0.5307 	0.0730 	0.5719 	0.5113 	0.2598 	0.8057 	0.3304 	0.5535 	0.1308 	0.3755 	0.3509 	0.2105 	0.4598 	0.1415 	0.7760 	0.5848 	0.1612 	0.0017 	0.0763 	0.1882 	0.6995 	0.3732 	0.4883 	0.0000 	0.0558 	0.0014 	0.0100 	0.1425 	0.5433 	0.6150 	0.0681 	0.1731 	0.3727 	0.3161 	0.7395 	0.3050 	0.0241 	0.0000 	0.3592 
0.5007 	0.3010 	0.5774 	0.3797 	0.4491 	0.5390 	0.4624 	0.4775 	0.1573 	0.0293 	0.5472 	0.3155 	0.0051 	0.3390 	0.1509 	0.0675 	0.0040 	0.2367 	0.3168 	0.3434 	0.5511 	0.6479 	0.1018 	0.0005 	0.0163 	0.4598 	0.0667 	0.3287 	0.4229 	0.6124 	0.7150 	0.2016 	0.3007 	0.0093 	0.5138 	0.1782 	0.2582 	0.3736 	0.0000 
